Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Casualty_class,Sex_of_casualty,Cause_of_accident
21:50:00,Wednesday,31-50,Male,Elementary school,Employee,2-5yr,Pick up upto 10Q,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,Going straight,Passenger,Male,Changing lane to the right
21:50:00,Wednesday,Over 51,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Other,na,na,Changing lane to the right
08:50:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No distancing
08:50:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,,Owner,Above 10yr,No defect, Church areas,Undivided Two way,Sharp reverse curve,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the right
13:10:00,Monday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Driving carelessly
13:10:00,Monday,18-30,Male,Elementary school,Employee,1-2yr,Stationwagen,Owner,5-10yrs,No defect,Other,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,Reversing,Passenger,Female,Driving carelessly
23:32:00,Friday,18-30,Male,Junior high school,Employee,,Pick up upto 10Q,Owner,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Female,Changing lane to the right
23:32:00,Friday,31-50,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,No defect, Church areas,Unknown,Tangent road with mountainous terrain and,Y Shape,Asphalt roads with some distress,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Female,Overturning
15:40:00,Sunday,31-50,Male,Junior high school,Owner,1-2yr,Automobile,Owner,1-2yr,,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,Other,na,na,Changing lane to the right
15:40:00,Sunday,31-50,Male,,,,,,,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Entering a junction,Driver or rider,Male,Moving Backward
15:40:00,Sunday,Unknown,Female,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Turnover,Passenger,Female,No distancing
10:22:00,Saturday,31-50,Male,Elementary school,Owner,2-5yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Overturning
10:22:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,, Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,No junction,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,na,na,Driving carelessly
16:28:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Governmental,1-2yr,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,Driver or rider,Male,Changing lane to the right
16:28:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,Above 10yr,,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Driving at high speed
00:51:00,Monday,31-50,Male,High school,Employee,Above 10yr,Automobile,Organization,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Changing lane to the left
00:51:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Other,Organization,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,na,na,Driving carelessly
11:40:00,Sunday,18-30,Male,Elementary school,Employee,1-2yr,,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Collision with roadside objects,2,Going straight,Driver or rider,Male,No distancing
11:40:00,Sunday,31-50,Male,Junior high school,Employee,,Automobile,Governmental,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Vehicle with vehicle collision,2,Going straight,na,na,Moving Backward
17:25:00,Thursday,31-50,Male,Elementary school,Employee,1-2yr,Motorcycle,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Getting off,Driver or rider,Male,No priority to pedestrian
17:25:00,Thursday,31-50,Male,Junior high school,Owner,1-2yr,Automobile,Owner,2-5yrs,No defect, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Getting off,na,na,Moving Backward
18:30:00,Tuesday,31-50,Male,Above high school,Owner,1-2yr,Automobile,Owner,1-2yr,No defect,,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,Getting off,Driver or rider,Female,Changing lane to the right
17:05:00,Tuesday,18-30,Male,Junior high school,Owner,5-10yr,Public (12 seats),Owner,Above 10yr,,  Market areas,other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,Moving Backward,na,na,No distancing
18:20:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Above 10yr,,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,Going straight,Driver or rider,Female,Drunk driving
18:20:00,Thursday,18-30,Male,Elementary school,Employee,5-10yr,,Owner,,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,Going straight,Passenger,Male,Changing lane to the right
18:20:00,Thursday,18-30,Male,High school,Owner,Below 1yr,Automobile,Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,4,Waiting to go,Passenger,Female,Driving carelessly
18:20:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Governmental,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,Going straight,Passenger,Female,Driving to the left
11:15:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,1,Other,Passenger,Male,Changing lane to the right
23:20:00,Friday,Under 18,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,Going straight,Pedestrian,Female,Changing lane to the right
23:20:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Female,Driving carelessly
12:32:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the left
12:32:00,Sunday,18-30,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,Unknown,No defect,  Recreational areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to vehicle
21:20:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Overtaking,Driver or rider,Male,Driving carelessly
21:20:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Public (12 seats),Organization,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,Going straight,na,na,Changing lane to the right
14:45:00,Thursday,Unknown,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Female,Driving carelessly
14:45:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Driving under the influence of drugs
07:40:00,Friday,Unknown,Male,High school,Employee,2-5yr,Automobile,,1-2yr,,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Turnover,Driver or rider,Female,No distancing
07:40:00,Friday,31-50,Male,High school,Owner,Above 10yr,Pick up upto 10Q,Owner,,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Passenger,Female,Changing lane to the left
23:01:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,2-5yrs,,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,Going straight,Driver or rider,Male,No priority to vehicle
09:18:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Getting off,na,na,Moving Backward
09:18:00,Saturday,Over 51,Male,High school,Employee,2-5yr,Automobile,Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,Moving Backward,Driver or rider,Male,Moving Backward
11:40:00,Sunday,31-50,Male,Junior high school,Other,No Licence,Automobile,Owner,Unknown,,  Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Getting off,Driver or rider,Male,No distancing
10:43:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,2,Overtaking,na,na,Changing lane to the right
10:43:00,Saturday,31-50,Male,Junior high school,Owner,5-10yr,Other,Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Changing lane to the right
10:43:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Other,Governmental,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,Moving Backward
10:43:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Driving carelessly
10:43:00,Saturday,Unknown,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Reversing,Driver or rider,Male,Driving under the influence of drugs
19:33:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Getting off,Driver or rider,Male,No distancing
19:33:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,na,na,No distancing
15:00:00,Sunday,18-30,Male,High school,Employee,1-2yr,Automobile,Owner,,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,Going straight,na,na,No priority to vehicle
15:00:00,Sunday,Unknown,Female,Junior high school,Employee,1-2yr,Automobile,Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,na,na,Driving to the left
15:40:00,Thursday,31-50,Male,Elementary school,Employee,Above 10yr,Stationwagen,Owner,Unknown,,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,Reversing,Driver or rider,Female,No priority to vehicle
15:40:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,,No defect,,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Driver or rider,Male,No priority to vehicle
12:05:00,Friday,31-50,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,Stopping,Driver or rider,Male,No priority to vehicle
18:48:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Overtaking,Driver or rider,Male,No distancing
